StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID4,Q1,Q2_NPS_GROUP,Q2,Q3,QID68_First Click,QID68_Last Click,QID68_Page Submit,QID68_Click Count,QID69_First Click,QID69_Last Click,QID69_Page Submit,QID69_Click Count,Q4_NPS_GROUP,Q4,Q5,Q6,Q7_NPS_GROUP,Q7,Q8,Q9,Q10,Q84,Q11,Q86,Q13_1,Q14,Q15,Group1,Group2
2026-03-07 20:31:46,2026-03-07 20:36:01,IP Address,100,254,True,2026-03-07 20:36:01,R_6HeE507I1XDbIc1,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Chemistry,Computer Science/ Engineer,Other",Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,3.492,24.911,33.5,14,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Passive,7,243,All Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,,14
2026-03-07 20:21:02,2026-03-07 20:38:49,IP Address,100,1067,True,2026-03-07 20:38:50,R_3thzkJzEJpwvvir,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Passive,7,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,11.634,168.986,174.552,33,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Passive,7,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,,33
2026-03-07 20:36:08,2026-03-07 21:13:57,IP Address,100,2268,True,2026-03-07 21:13:58,R_7L7NeuRxxHJw3rj,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,4,"Some bacteria survive and multiply, becoming resistant through natural selection",8.859,128.277,155.202,21,,,,,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,127,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Double the dose of the same pesticide to kill the remaining insects,Stop using any pesticide and let the insects die off naturally","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A little,No,21,
2026-03-07 21:08:13,2026-03-07 21:19:30,IP Address,100,676,True,2026-03-07 21:19:30,R_60SGkZBk8zCHQf1,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,22.549,42.032,44.295,10,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria,Bacteria absorb the antibiotic and use it as a nutrient,Antibiotics teach bacteria how to defend themselves",Detractor,5,2187,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Stop using any pesticide and let the insects die off naturally,Avoid using pesticides when they are not truly needed to reduce selection pressure",The immune system has become dependent on the antibiotic and can no longer fight infections without it,2,A moderate amount,No,,10
2026-03-07 21:08:48,2026-03-07 21:25:02,IP Address,100,973,True,2026-03-07 21:25:02,R_3qrIl9lOujaAeqE,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,1,"Some bacteria survive and multiply, becoming resistant through natural selection",5.47,52.044,73.059,7,,,,,Promoter,9,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Passive,7,243,All Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A lot,No,7,
2026-03-07 21:11:20,2026-03-07 21:32:07,IP Address,100,1246,True,2026-03-07 21:32:08,R_1Ej7LrQXjkuFkZN,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,3,Our body builds up a tolerance to the antibiotic over time,,,,,38.557,199.457,204.872,21,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,,21
2026-03-07 21:38:26,2026-03-07 21:45:36,IP Address,100,429,True,2026-03-07 21:45:36,R_8rN2UquFf4xpXUQ,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",0,0,14.037,0,,,,,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,4,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,Avoid using pesticides when they are not truly needed to reduce selection pressure,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A little,No,0,
2026-03-07 22:07:57,2026-03-07 22:47:41,IP Address,100,2384,True,2026-03-07 22:47:42,R_23902nKZJs0sNyN,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Passive,7,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,8.491,100.665,118.001,11,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,7,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,Avoid using pesticides when they are not truly needed to reduce selection pressure,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,,11
2026-03-07 15:54:46,2026-03-07 23:11:27,IP Address,100,26201,True,2026-03-07 23:11:28,R_7F4lC7YpEIYkFDL,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Medicine / Nursing / Health sciences,Chemistry,Statistics / Econometrics,Computer Science/ Engineer",Passive,8,"Some bacteria survive and multiply, becoming resistant through natural selection",0.753,1.755,2.835,2,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Bacteria can share resistance genes with other bacteria",Detractor,6,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Apply the same pesticide more frequently to maintain constant pressure on the insects",The antibiotic has been used so frequently that its chemical composition weakens over time,4,A moderate amount,No,2,
2026-03-07 23:09:31,2026-03-07 23:16:05,IP Address,100,394,True,2026-03-07 23:16:06,R_2rIbVlpXgHxhIqb,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,1,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,5.58,52.621,78.594,4,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,6,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,,4
2026-03-07 23:18:58,2026-03-07 23:21:58,IP Address,100,180,True,2026-03-07 23:21:59,R_8R1HvZsZYCNHjEq,anonymous,ZH-S,"You are at least 18 years old, and",Statistics / Econometrics,Passive,7,"Some bacteria survive and multiply, becoming resistant through natural selection",3.569,6.993,8.651,5,,,,,Passive,7,The antibiotic has been used so frequently that its chemical composition weakens over time,Bacteria can share resistance genes with other bacteria,Detractor,3,243,No Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The patient's body has adapted so the antibiotic no longer has an effect,2,A little,No,5,
2026-03-07 23:15:48,2026-03-07 23:25:02,IP Address,100,554,True,2026-03-07 23:25:03,R_8HSqZJ87HDMPRii,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,0,Our body builds up a tolerance to the antibiotic over time,120.282,120.767,175.54,2,,,,,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,2,
2026-03-07 23:31:17,2026-03-07 23:33:08,IP Address,100,110,True,2026-03-07 23:33:08,R_2SEfJFZDrWCyts5,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,1,Our body builds up a tolerance to the antibiotic over time,,,,,2.63,3.846,4.662,4,Detractor,2,The patient's body has adapted so the antibiotic no longer has an effect,Bacteria can share resistance genes with other bacteria,Detractor,4,445,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The antibiotic has been used so frequently that its chemical composition weakens over time,2,A moderate amount,No,,4
2026-03-07 23:32:19,2026-03-07 23:39:21,IP Address,100,421,True,2026-03-07 23:39:21,R_4mz1cnODLJA1VTd,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Promoter,10,"Some bacteria survive and multiply, becoming resistant through natural selection",2.38,14.591,15.201,15,,,,,Promoter,10,The patient's body has adapted so the antibiotic no longer has an effect,Random mutations allow some bacteria to survive the antibiotic,Promoter,10,723,No Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,The patient's body has adapted so the antibiotic no longer has an effect,3,A little,No,15,
2026-03-07 23:35:58,2026-03-07 23:41:56,IP Address,100,357,True,2026-03-07 23:41:56,R_9G0PaICgb6ckymT,anonymous,ZH-S,"You are at least 18 years old, and",Biology,Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,0.955,36.687,39.17,10,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,,10
2026-03-07 23:35:58,2026-03-07 23:42:24,IP Address,100,386,True,2026-03-07 23:42:25,R_8MS3LCOhJteK9xL,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Computer Science/ Engineer,Other",Passive,8,"Some bacteria survive and multiply, becoming resistant through natural selection",2.54,44.082,45.192,17,,,,,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Bacteria can share resistance genes with other bacteria,Bacteria absorb the antibiotic and use it as a nutrient,Antibiotics teach bacteria how to defend themselves",Detractor,6,243,All Lazzies are Bloops,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,3,A moderate amount,No,17,
2026-03-07 23:36:18,2026-03-07 23:42:57,IP Address,100,398,True,2026-03-07 23:42:57,R_2jenBWwnQ5YL7nQ,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,1,"Some bacteria survive and multiply, becoming resistant through natural selection",7.156,67.44,67.737,9,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A little,No,9,
2026-03-07 23:49:04,2026-03-07 23:52:27,IP Address,100,203,True,2026-03-07 23:52:28,R_63rDY43jyjl7YVr,anonymous,ZH-S,"You are at least 18 years old, and",Chemistry,Detractor,2,The immune system starts fighting against the antibiotic,,,,,1.157,2.074,4.674,3,Detractor,3,The antibiotic has been used so frequently that its chemical composition weakens over time,"Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria absorb the antibiotic and use it as a nutrient",Detractor,4,243,All Lazzies are Bloops,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The immune system has become dependent on the antibiotic and can no longer fight infections without it,3,A little,No,,3
2026-03-07 23:50:51,2026-03-07 23:54:46,IP Address,100,235,True,2026-03-07 23:54:48,R_2gaZmdmvR8CRWSt,anonymous,ZH-S,"You are at least 18 years old, and",Other,Detractor,3,Our body builds up a tolerance to the antibiotic over time,,,,,1.059,55.145,56.91,15,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Passive,8,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Stop using any pesticide and let the insects die off naturally,Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A little,No,,15
2026-03-07 23:48:14,2026-03-07 23:57:20,IP Address,100,545,True,2026-03-07 23:57:20,R_8HHSIifbWtO59RQ,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,1,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,6.852,82.29,97.252,5,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,7,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,,5
2026-03-08 00:01:42,2026-03-08 00:08:07,IP Address,100,384,True,2026-03-08 00:08:07,R_8mBbS0FjRxfXumd,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Computer Science/ Engineer",Detractor,6,Our body builds up a tolerance to the antibiotic over time,,,,,3.583,86.442,98.801,21,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,9,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,Yes,,21
2026-03-08 00:13:19,2026-03-08 00:24:04,IP Address,100,644,True,2026-03-08 00:24:04,R_8CRpY1PMTOV0rJL,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Passive,7,Our body builds up a tolerance to the antibiotic over time,9.457,81.961,83.159,13,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,7,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,Avoid using pesticides when they are not truly needed to reduce selection pressure,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,13,
2026-03-08 00:33:01,2026-03-08 00:41:12,IP Address,100,490,True,2026-03-08 00:41:12,R_2L0xEMVkwMdYWPX,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Statistics / Econometrics,Computer Science/ Engineer",Passive,8,Our body builds up a tolerance to the antibiotic over time,3.298,69.671,70.294,14,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Antibiotics teach bacteria how to defend themselves",Passive,8,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure",The patient's body has adapted so the antibiotic no longer has an effect,3,A lot,No,14,
2026-03-08 01:09:03,2026-03-08 01:13:11,IP Address,100,247,True,2026-03-08 01:13:11,R_8TpJ489IuA13DE0,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,6,Our body builds up a tolerance to the antibiotic over time,,,,,0,0,6.07,0,Detractor,6,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Passive,7,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A lot,No,,0
2026-03-07 23:54:37,2026-03-08 01:27:26,IP Address,100,5568,True,2026-03-08 01:27:26,R_2Gf8QMdNMkAouaJ,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,4,Antibiotics lose their chemical potency after being stored too long,1.496,2.907,3.98,3,,,,,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,6,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A moderate amount,No,3,
2026-03-08 01:20:06,2026-03-08 01:29:18,IP Address,100,552,True,2026-03-08 01:29:18,R_9hbfi7ZHXPQXuhb,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,1,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,3.544,58.5,63.701,6,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A little,No,,6
2026-03-08 01:58:07,2026-03-08 02:05:47,IP Address,100,460,True,2026-03-08 02:05:48,R_9DfH7lhmhawbeQp,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,0,Our body builds up a tolerance to the antibiotic over time,2.611,88.493,106.158,58,,,,,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Double the dose of the same pesticide to kill the remaining insects,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,58,
2026-03-08 01:56:44,2026-03-08 02:09:52,IP Address,100,787,True,2026-03-08 02:09:52,R_40xdIpcfVEo595A,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Promoter,10,Antibiotics lose their chemical potency after being stored too long,6.792,50.803,51.476,12,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Bacteria can share resistance genes with other bacteria,Passive,7,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A lot,No,12,
2026-03-08 02:21:13,2026-03-08 02:29:36,IP Address,100,502,True,2026-03-08 02:29:36,R_9BSgPlnVpTJdxyQ,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,3.59,47.814,73.896,9,Passive,7,The immune system has become dependent on the antibiotic and can no longer fight infections without it,"Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Antibiotics teach bacteria how to defend themselves",Detractor,6,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The immune system has become dependent on the antibiotic and can no longer fight infections without it,3,A moderate amount,No,,9
2026-03-08 02:33:35,2026-03-08 02:40:50,IP Address,100,434,True,2026-03-08 02:40:51,R_1QYswRoSd8KcWF0,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Medicine / Nursing / Health sciences,Chemistry,Statistics / Econometrics,Other",Promoter,10,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,8.283,13.808,15.787,3,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Bacteria can share resistance genes with other bacteria,Passive,7,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,Yes,,3
2026-03-08 02:53:40,2026-03-08 02:58:52,IP Address,100,311,True,2026-03-08 02:58:52,R_9mk5bDufhiIrEHv,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,0,"Some bacteria survive and multiply, becoming resistant through natural selection",6.231,67.509,70.48,14,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Surviving bacteria multiply after the weaker ones are killed (natural selection),Promoter,10,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,14,
2026-03-08 03:12:19,2026-03-08 03:16:29,IP Address,100,249,True,2026-03-08 03:16:30,R_9DPDj0BSZ8oVoSB,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,2,Our body builds up a tolerance to the antibiotic over time,3.921,6.69,7.42,3,,,,,Passive,8,The patient's body has adapted so the antibiotic no longer has an effect,"Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Detractor,3,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The antibiotic has been used so frequently that its chemical composition weakens over time,2,A little,No,3,
